sector,property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
sohna road,flat,signature global park,0.95,7845.0,3,2,3+,1.0,Relatively new property,1210.723472,0,0,0,0,0,1,46
sector 110,flat,my home,0.22,4400.0,2,2,1,1.0,New Property,556.0,0,0,0,0,0,0,0
sohna road,flat,mvn athens,0.25,3671.0,2,2,1,11.0,Relatively new property,681.0,0,0,0,0,0,0,67
sector 112,flat,experion windchants,3.75,13383.0,3,5,3+,22.0,Relatively new property,2536.0,1,0,0,0,0,0,49
sector 104,flat,hero homes,1.2,17544.0,2,2,2,22.0,Under Construction,877.0,0,0,0,0,0,1,30
sector 89,flat,smart world gems,1.16,8152.0,3,3,2,3.0,Under Construction,1581.0,0,1,0,0,0,1,68
sector 33,flat,godrej nature plus,1.15,11558.0,2,2,2,15.0,Under Construction,103.0,0,0,0,0,0,1,38
sector 67,flat,ansal api esencia,1.0,6435.0,3,3,3+,2.0,Moderately New Property,1406.0,0,0,0,0,0,1,9
sector 52,flat,ramshanti cooperative society,1.76,7243.0,4,4,3+,12.0,New Property,2199.0,0,0,0,0,0,1,0
sector 69,flat,tulip violet,1.55,9639.0,3,3,2,2.0,Relatively new property,1455.0,0,0,0,1,0,0,86
sector 36,flat,signature global park 4,0.82,7586.0,3,2,2,2.0,New Property,850.0,0,0,0,0,0,1,8
sector 90,flat,dlf new town heights,1.25,6504.0,3,3,3+,5.0,Relatively new property,1929.0,1,0,0,1,0,1,127
sector 60,flat,ireo skyon,3.0,12484.0,3,3,3,5.0,Relatively new property,2400.0,1,0,0,0,0,0,174
sector 26,house,dlf city plots,16.0,37778.0,4,4,3,1.0,Relatively new property,4235.27,0,1,0,1,1,1,7
sector 60,flat,ireo skyon,3.6,12816.0,4,5,3,24.0,Relatively new property,2604.0,1,0,0,0,0,0,49
sector 12,house,independent,1.35,12222.0,2,5,1,3.0,Old Property,2052.0,0,0,0,0,0,1,31
sector 86,flat,dlf new town heights,1.26,6114.0,3,3,3,5.0,Moderately New Property,1747.0,1,0,1,0,0,1,113
sector 79,flat,godrej aria,1.95,8519.0,3,4,3+,10.0,New Property,1659.0,1,0,0,0,0,1,32
sector 37c,flat,apex our homes,0.38,4108.0,2,2,1,9.0,Relatively new property,925.0,0,0,0,0,0,1,65
sohna road,flat,eldeco accolade,1.35,6136.0,3,3,3,2.0,New Property,2444.0,1,0,0,0,0,1,72
sector 57,house,ansals florence villa,6.0,22222.0,4,5,2,2.0,Old Property,2700.0,1,0,0,1,0,0,20
sector 65,flat,emaar mgf emerald floors premier,2.35,14242.0,3,3,3,2.0,Relatively new property,1493.0,1,1,0,0,0,0,168
sector 65,flat,m3m heights,1.95,15997.0,2,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,1,44
sector 37d,flat,bptp terra,1.45,8007.0,3,3,3,9.0,Relatively new property,1639.0,0,0,0,0,0,1,107
sector 102,flat,shapoorji pallonji joyville gurugram,1.25,9874.0,2,2,2,0.0,Relatively new property,1100.0,0,0,0,0,0,1,79
sector 84,flat,alpha corp gurgaonone,2.24,6523.0,4,4,3,12.0,Relatively new property,3165.0,1,0,0,0,0,1,20
sector 106,flat,paras dews,1.05,7581.0,2,2,2,5.0,New Property,1539.0,0,0,0,0,0,1,97
sector 67a,flat,ireo the corridors,1.8,9370.0,3,3,2,3.0,New Property,1551.0,0,1,0,0,1,0,150
sector 81,flat,vipul lavanya,1.28,7175.0,3,3,3,1.0,Moderately New Property,1982.0,1,0,0,1,0,0,49
manesar,flat,professional society,0.75,3067.0,3,4,3,3.0,Relatively new property,2717.0,1,0,0,0,0,1,21
sector 40,house,independent,2.1,23333.0,3,3,2,3.0,Moderately New Property,900.0,0,0,1,0,0,0,35
sector 102,flat,shapoorji pallonji joyville gurugram,1.75,15514.0,3,3,3+,1.0,Relatively new property,1465.0,0,0,0,0,0,1,49
sector 84,flat,antriksh heights,0.85,4928.0,3,3,3+,10.0,Relatively new property,1561.0,0,1,0,0,0,1,52
sector 103,flat,indiabulls centrum park,2.4,8348.0,4,6,3+,15.0,Relatively new property,2456.0,1,0,0,0,0,1,156
sector 82,flat,vatika the seven lamps,1.6,6598.0,4,5,3+,8.0,Relatively new property,2195.0,1,0,0,0,0,1,133
sector 89,flat,smart world gems,1.2,8433.0,3,3,2,3.0,New Property,1423.0,0,1,1,0,0,1,37
sector 67a,flat,ireo the corridors,1.62,9380.0,3,3,2,4.0,New Property,1346.0,0,0,0,0,1,0,142
sohna road,flat,gls arawali homes,0.3,4688.0,2,2,2,4.0,Relatively new property,711.0,0,0,0,0,0,1,42
sector 17,house,independent,0.29,3254.0,2,1,0,0.0,Old Property,891.0,0,0,0,0,0,1,0
sector 60,flat,ireo skyon,2.65,13125.0,3,4,3+,7.0,Moderately New Property,2037.0,1,0,0,0,0,0,152
sector 69,flat,tulip lemon,0.6,10000.0,2,1,1,12.0,Relatively new property,667.0,0,0,0,0,0,1,23
sector 88a,flat,godrej oasis,1.19,10162.0,2,2,3,15.0,Relatively new property,1387.0,0,1,0,1,0,0,174
sector 104,flat,godrej summit,1.2,8299.0,3,2,3+,16.0,Relatively new property,1607.0,0,1,0,1,0,0,142
sector 61,house,smart world orchard,2.01,13000.0,3,3,3,4.0,Under Construction,1549.0,0,0,0,0,0,1,145
sector 28,house,housing board colony,2.1,23333.0,2,8,3+,4.0,Moderately New Property,900.0,0,0,1,0,0,0,38
sector 90,flat,dlf new town heights,1.25,6477.0,3,3,3+,17.0,Relatively new property,1700.0,1,0,0,1,0,1,65
sector 103,flat,satya the hermitage,1.12,5625.0,3,4,3+,9.0,New Property,1734.0,1,0,0,0,0,1,49
sector 106,flat,paras dews,1.14,6000.0,3,4,3,8.0,Relatively new property,1305.0,1,1,0,0,0,1,49
sector 113,flat,smartworld one dxp,2.0,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,1,70
sector 28,flat,dlf regency park,2.3,11819.0,3,3,3,7.0,Moderately New Property,1777.0,1,0,0,0,0,1,117
sector 92,flat,sare crescent parc,0.92,4855.0,4,5,3+,14.0,Moderately New Property,1895.0,0,0,0,0,0,0,131
sector 81,flat,bestech park view grand spa,4.2,10000.0,4,4,3+,25.0,Relatively new property,3512.0,1,0,0,0,0,0,90
sector 33,flat,godrej nature plus,1.4,9333.0,2,2,3,14.0,Under Construction,1448.0,0,0,0,0,0,1,67
sector 76,flat,corona gracieux,1.05,5949.0,3,3,3+,7.0,Relatively new property,1597.0,0,0,0,0,0,0,133
sohna road,flat,hcbs sports ville,0.32,4301.0,2,2,1,3.0,Relatively new property,744.000768,0,0,0,0,0,1,109
sector 109,flat,ats tourmaline,1.5,8571.0,3,3,3+,7.0,Relatively new property,1466.0,0,0,0,0,0,1,165
sohna road,flat,hcbs sports ville,0.25,4167.0,1,1,1,12.0,Relatively new property,600.0,0,0,0,0,0,1,37
sector 25,flat,dlf belvedere towers,3.7,17619.0,4,4,3,18.0,Old Property,2333.0,1,0,0,0,0,0,26
sector 37d,flat,ramprastha skyz,1.25,7251.0,3,3,3+,2.0,Under Construction,1725.0,0,0,0,0,0,1,8
sector 113,flat,la vida by tata housing,1.5,11755.0,2,2,2,13.0,New Property,1155.0,0,0,0,0,0,1,60
sector 109,flat,ats tourmaline,1.75,10000.0,3,3,3,4.0,New Property,1466.0,0,0,0,0,0,1,31
sector 33,flat,central park flower valley aqua front towers,1.7,9503.0,3,3,3,12.0,Under Construction,1619.0,0,0,0,0,0,1,24
sector 76,flat,whiteland the aspen,3.35,17613.0,3,4,3+,5.0,Under Construction,2111.0,1,0,0,0,0,2,151
sector 85,flat,ss the leaf,2.05,7290.0,4,4,3+,4.0,Relatively new property,2500.0,1,0,0,0,0,0,49
sector 52,flat,pgr shree kripaluji apartment,1.4,6087.0,3,3,3+,8.0,Relatively new property,2556.0,0,0,0,0,0,0,80
sector 95,flat,signature global superbia,0.4,6723.0,2,2,3,2.0,Under Construction,661.0,0,0,0,0,0,1,0
sector 90,flat,shree vardhman flora,0.92,4718.0,3,3,2,6.0,Relatively new property,2167.0,0,1,0,0,0,0,49
sector 38,house,independent,3.5,24306.0,3,3,2,1.0,Relatively new property,1439.97,0,0,0,0,0,1,0
sector 25,house,independent,6.6,36667.0,6,7,3+,2.0,Moderately New Property,1799.98,1,1,0,0,0,0,119
sector 62,flat,emaar digihomes,4.0,14870.0,3,3,3,18.0,New Property,2343.0,1,0,0,0,0,0,38
sector 84,flat,alpha corp gurgaonone,1.52,7904.0,3,4,3,15.0,Relatively new property,1703.0,1,0,0,0,0,1,92
sohna road,flat,gls arawali homes,0.26,4514.0,2,2,2,5.0,New Property,640.0,0,0,0,0,0,1,78
sector 88a,flat,godrej oasis,1.0,6897.0,2,2,3,7.0,Relatively new property,1611.0,0,1,0,0,0,1,72
sector 56,flat,cghs vidya enclave,1.7,10968.0,3,2,3,6.0,Old Property,1585.0,0,0,0,0,1,1,101
sector 92,flat,sare homes,0.68,5239.0,3,3,2,11.0,Relatively new property,1442.0,0,0,0,1,0,1,100
sector 86,flat,dlf the skycourt,1.59,8243.0,3,3,3,17.0,Relatively new property,1700.0,0,0,1,0,0,0,165
sohna road,flat,breez global heights,0.4,6421.0,2,2,1,4.0,New Property,615.0,0,0,0,0,0,1,49
sector 81,flat,dlf the ultima,2.5,11726.0,3,3,2,4.0,Relatively new property,2130.0,1,0,0,0,0,2,82
sector 56,flat,madhur jeevan apartments,1.59,8595.0,4,3,3+,3.0,Old Property,1900.0,0,0,1,0,0,0,33
sector 6,flat,bajrang apartments,0.38,4471.0,2,2,2,1.0,Moderately New Property,944.0,0,0,0,0,0,1,0
sector 79,flat,supertech araville,0.8,5267.0,2,2,2,12.0,New Property,1688.0,0,1,0,0,0,1,49
sector 36,flat,signature global park 4,0.72,6660.0,3,2,3,3.0,Under Construction,978.0,0,0,0,0,0,1,0
sector 50,house,independent,10.56,32593.0,5,5,3,3.0,Moderately New Property,3240.0,1,0,0,0,0,1,20
sector 69,flat,tulip violet,1.4,8861.0,3,3,2,2.0,Relatively new property,1428.0,0,0,0,1,0,1,102
sector 69,flat,tulip violet,1.8,8955.0,4,4,2,9.0,Relatively new property,1819.0,0,0,0,1,0,0,165
sector 67,flat,ireo victory valley,3.49,12998.0,3,3,3,19.0,Relatively new property,2724.0,1,0,0,0,0,1,103
sector 72,flat,tata primanti,3.3,15385.0,3,3,3+,10.0,Relatively new property,2000.0,1,0,0,0,0,0,165
sector 66,flat,emaar mgf palm terraces select,3.4,14108.0,4,4,3+,2.0,Relatively new property,2210.0,1,0,0,0,0,0,157
sector 38,house,independent,3.5,20323.0,3,2,2,1.0,Moderately New Property,1722.19,0,0,0,0,0,1,0
sector 107,flat,signature global solera,0.28,5833.0,2,2,2,11.0,Relatively new property,543.0,0,0,0,0,0,1,45
sector 81,flat,bestech park view ananda,1.1,6687.0,3,2,3+,5.0,Relatively new property,1319.0,0,0,0,0,0,1,150
sector 67a,flat,ireo the corridors,1.7,9844.0,3,3,2,10.0,New Property,1346.0,1,0,1,0,0,0,44
sector 104,flat,ats triumph,2.62,8317.0,4,4,3+,14.0,Relatively new property,2851.0,1,0,0,0,0,1,174
sector 37d,house,independent,2.5,13157.0,5,5,3+,2.0,Relatively new property,1900.0,0,0,0,0,0,1,0
sector 83,flat,vatika gurgaon,0.95,6574.0,2,2,3,5.0,Relatively new property,1300.0,0,0,0,0,0,0,96
manesar,flat,hsiidc sidco shivalik apartments,0.48,3840.0,2,2,3,7.0,Moderately New Property,993.0,0,0,0,0,0,1,88
sector 71,flat,chd avenue,1.32,6019.0,4,4,3,14.0,Moderately New Property,1985.0,1,0,0,0,0,1,65
sector 103,flat,ansal estella,1.5,8671.0,3,3,3+,6.0,Under Construction,1741.0,0,0,0,0,0,1,58
sector 26,house,independent,5.8,32222.0,5,5,3+,2.0,Old Property,1800.01,1,1,0,1,1,1,53
sector 48,flat,parsvnath green ville,2.5,12821.0,4,5,3,1.0,Moderately New Property,2167.0,0,0,1,0,0,0,49
sector 11,house,not applicable,2.2,12222.0,4,3,2,1.0,Old Property,1800.0,0,1,0,1,0,1,24
sector 78,flat,umang monsoon breeze,0.8,4837.0,3,2,2,7.0,Moderately New Property,1472.0,0,0,0,1,0,1,102
sector 43,house,independent,5.25,27132.0,4,4,2,2.0,Old Property,1934.98,1,1,0,0,0,0,80
sector 81,flat,dlf the ultima,2.4,11412.0,3,4,3+,19.0,Relatively new property,1903.0,1,0,0,0,0,2,174
sector 47,house,independent,4.3,29311.0,3,4,2,2.0,Moderately New Property,1467.03,0,0,1,0,0,1,0
sector 33,flat,godrej nature plus,1.25,9025.0,2,2,3+,15.0,Under Construction,1539.0,0,0,0,0,0,1,44
sector 33,flat,godrej nature plus,1.2,14371.0,2,2,3,1.0,New Property,86.0,0,0,0,0,0,1,65
sector 104,flat,godrej summit,1.05,5833.0,3,4,3+,7.0,Relatively new property,2000.0,1,0,0,0,0,0,96
sector 50,house,unitech espace,10.3,31790.0,5,6,3+,3.0,Moderately New Property,3240.0,1,1,0,1,1,0,160
sector 84,flat,antriksh heights,0.92,5041.0,3,3,3,2.0,Relatively new property,1652.0,0,1,0,1,0,1,67
sector 107,flat,m3m woodshire,1.3,10815.0,3,3,3,7.0,Relatively new property,1547.0,0,0,0,1,0,1,89
sector 28,house,project housing board colony,2.58,17695.0,4,2,2,2.0,Relatively new property,1458.04,0,0,0,0,0,1,0
sector 7,house,independent,1.95,13542.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,1,0
manesar,flat,eden landmark,0.5,3846.0,2,2,0,7.0,Under Construction,1300.0,0,0,0,0,0,1,0
sohna road,flat,eldeco accolade,1.3,7424.0,3,3,3+,10.0,Relatively new property,1509.0,0,0,0,0,0,1,49
sector 84,flat,spaze privy at,1.2,7453.0,2,2,3,3.0,Relatively new property,1457.0,0,1,0,0,0,0,133
sector 25,house,independent,11.0,35530.0,5,5,3+,2.0,Relatively new property,3096.0,1,1,0,1,1,1,29
sector 66,house,emaar mgf marbella,12.0,37037.0,4,4,3+,3.0,Relatively new property,3240.0,1,1,0,1,1,0,160
sector 69,flat,tulip violet,1.75,8883.0,4,4,1,12.0,Relatively new property,1783.0,0,0,0,0,0,1,86
sector 67,flat,m3m merlin,3.4,14419.0,3,4,3,15.0,Relatively new property,2123.0,1,0,0,0,0,0,110
sector 84,flat,pivotal devaan,0.37,6346.0,2,2,1,5.0,Relatively new property,532.0,0,0,0,0,0,1,73
sohna road,flat,hcbs sports ville,0.22,3143.0,1,1,1,1.0,New Property,778.0,0,0,0,0,0,1,86
sector 70,flat,shree vardhman victoria,1.65,8462.0,3,4,3,1.0,Relatively new property,1586.0,1,0,0,0,0,2,167
sector 49,flat,awho sispal vihar,2.0,7262.0,4,3,3+,4.0,Old Property,2492.0,0,0,0,0,0,1,65
sector 95,flat,rof ananda,0.36,5660.0,2,2,2,10.0,New Property,717.0,0,1,0,0,0,1,75
sector 82,flat,vatika the seven lamps,0.78,5932.0,2,2,2,0.0,Relatively new property,1175.0,0,0,0,0,0,0,103
sector 48,flat,vipul world,1.38,9485.0,3,3,1,2.0,Relatively new property,1611.0,0,0,0,0,0,1,60
sector 65,flat,emaar mgf emerald floors premier,2.75,13924.0,4,4,3,3.0,Relatively new property,1975.0,1,1,0,0,0,0,113
sector 46,house,independent,2.25,2723.0,4,3,3,3.0,Relatively new property,90.0,0,1,0,0,0,0,35
sector 37d,flat,bptp terra,1.6,7303.0,4,3,3+,7.0,Relatively new property,2000.0,0,0,1,0,0,0,139
sector 84,flat,alpha corp gurgaonone,1.15,7497.0,2,2,3,14.0,Relatively new property,1394.0,0,1,0,0,0,1,28
sector 85,flat,ss the leaf,1.25,7180.0,2,2,3,10.0,Relatively new property,1730.0,0,0,0,0,0,1,49
sector 38,house,sector 38 rwa,4.3,28782.0,3,9,3+,3.0,Relatively new property,1493.99,0,0,1,1,0,0,41
sohna road,flat,signature global park,0.95,7851.0,3,2,3+,3.0,New Property,1210.0,0,0,0,0,0,1,85
sector 22,flat,ambience creacions,1.99,14420.0,2,2,2,9.0,New Property,1285.0,1,1,0,1,0,1,20
sector 82a,flat,vatika sovereign next,3.85,7500.0,5,6,3+,6.0,New Property,5711.0,1,0,0,1,0,1,148
sector 81,flat,bestech park view grand spa,2.29,8609.0,3,4,3+,10.0,Relatively new property,2315.0,1,1,0,0,0,2,174
sohna road,flat,gls arawali homes,0.27,4688.0,2,2,2,1.0,New Property,640.0,0,0,0,0,0,1,35
sector 48,house,eldeco mansionz,5.0,21367.0,7,7,3,2.0,Moderately New Property,2340.0,0,0,0,0,0,0,40
sector 70,flat,shree vardhman victoria,1.55,7949.0,3,5,3,8.0,Relatively new property,1527.0,1,0,0,0,0,1,174
sector 86,flat,microtek greenburg,1.93,8446.0,3,4,3,12.0,Relatively new property,2068.0,1,0,0,0,0,1,72
sector 79,flat,supertech araville,0.78,6023.0,2,2,3+,17.0,Relatively new property,1172.0,0,0,0,0,0,1,24
sector 82,flat,vatika the seven lamps,1.0,6969.0,2,2,2,14.0,Relatively new property,1299.0,0,1,1,0,0,1,69
sector 79,flat,godrej,2.01,8495.0,3,4,3+,6.0,Relatively new property,2141.0,1,0,0,0,0,1,158
sector 85,flat,ss the leaf,1.77,7350.0,3,4,3+,7.0,New Property,2179.0,0,0,0,0,1,1,107
gwal pahari,flat,suncity vatsal valley,1.53,10699.0,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,0,117
sector 23,house,independent,1.2,6230.0,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,0,79
sector 54,flat,shree arihant apartment,1.5,8108.0,3,3,3+,4.0,Moderately New Property,1700.0,0,0,0,1,0,0,75
sohna road,flat,g l s arawali homes,0.26,4514.0,2,2,2,1.0,Moderately New Property,521.0,0,0,0,0,0,1,0
sohna road,flat,signature global park,0.9,8036.0,3,2,0,2.0,Under Construction,1120.0,0,0,0,0,0,1,58
sector 56,flat,the lions cghs,2.09,8708.0,4,4,3+,7.0,Relatively new property,2300.0,0,0,1,0,0,0,125
sector 24,flat,ambience lagoon,5.8,12500.0,3,4,3+,9.0,Old Property,3700.0,1,1,1,1,0,2,68
sector 7,flat,project krishna colony,0.36,5143.0,2,2,1,0.0,Relatively new property,700.0,0,0,0,0,0,1,0
sector 74,flat,m3m skywalk,1.57,11002.0,2,2,3+,10.0,Relatively new property,1300.0,0,0,1,0,0,1,137
sohna road,flat,signature global park,0.65,5637.0,2,2,2,2.0,Relatively new property,1043.0,0,0,0,1,0,1,118
sector 65,flat,emaar mgf emerald floors premier,2.77,14025.0,4,4,3+,3.0,Relatively new property,2194.0,1,1,0,0,0,2,174
sector 47,flat,malibu towne,2.4,10000.0,3,3,0,0.0,Moderately New Property,2667.0,0,0,0,0,0,0,22
sector 22,flat,ambience creacions,2.4,17391.0,2,2,2,8.0,Relatively new property,1200.0,0,0,1,0,0,2,112
sector 33,house,unitech uniworld resorts,9.55,19293.0,6,7,3+,2.0,Relatively new property,4950.0,1,1,0,1,1,0,126
sector 51,flat,orchid island,1.7,10652.0,3,4,3,2.0,Moderately New Property,1773.0,0,0,0,1,1,1,90
sector 102,flat,shapoorji pallonji joyville gurugram,2.15,12707.0,3,3,3,10.0,Relatively new property,1690.0,0,0,0,0,0,0,49
sector 4,house,independent,3.3,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,0,0,1,34
sector 49,house,eros rosewood villas,2.75,19841.0,3,3,1,2.0,Old Property,1386.0,0,0,1,0,0,0,80
sector 82,house,vatika india next,6.8,20988.0,4,4,3+,3.0,Relatively new property,3240.0,1,0,0,0,0,2,110
sector 36a,flat,avl 36 gurgaon,0.37,10541.0,1,1,1,3.0,Relatively new property,319.0,0,0,0,0,0,0,88
sector 49,flat,vatika city,1.98,9074.0,3,4,3,9.0,Moderately New Property,1750.75,1,0,0,0,0,0,101
sector 68,flat,pareena mi casa,1.1,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,1,106
sohna road,flat,hcbs sports ville,0.27,4348.0,2,2,2,10.0,Relatively new property,619.0,0,0,0,0,0,1,43
sector 45,flat,antriksh green,2.25,7826.0,4,4,2,9.0,Old Property,3194.0,1,0,0,0,0,2,23
manesar,flat,prasha apartments,0.75,3308.0,3,3,3+,3.0,Moderately New Property,1914.0,1,0,0,0,0,1,31
sector 36a,flat,avl 36 gurgaon,0.65,8953.0,2,2,2,7.0,Relatively new property,657.0,0,0,0,0,0,1,89
sector 77,flat,emaar palm heights,1.79,8840.0,3,3,3,1.0,New Property,1600.0,1,0,0,0,0,0,49
sector 69,flat,tulip violet,1.43,8888.0,3,3,2,1.0,Relatively new property,1305.0,0,0,0,1,0,1,86
sector 102,flat,shapoorji pallonji joyville gurugram,1.8,10638.0,3,3,3,1.0,Relatively new property,1531.0,0,0,0,0,0,1,141
sector 37d,flat,signature global the millennia,0.55,9167.0,2,2,3,3.0,New Property,543.0,0,0,0,0,0,1,53
sector 33,house,unitech uniworld resorts,9.5,23333.0,5,7,3+,2.0,Under Construction,4071.49,1,1,0,1,1,1,57
sector 70,flat,shree vardhman victoria,1.8,9231.0,3,4,3,2.0,New Property,1527.0,1,0,1,0,0,1,45
sector 67,flat,m3m merlin,3.32,14080.0,3,4,3,8.0,New Property,2016.0,1,0,0,0,0,0,174
sector 86,flat,pyramid urban homes 2,0.42,8485.0,2,2,1,2.0,New Property,557.0,1,1,1,1,0,1,84
sector 5,flat,om apartment dayanand colony,0.26,4370.0,1,1,1,3.0,Relatively new property,648.0,0,0,0,0,0,1,14
sector 14,house,independent,4.6,20444.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,1,0
sector 104,flat,ats triumph,1.85,8079.0,3,3,3+,24.0,Relatively new property,2072.0,1,0,0,0,0,1,174
sector 37d,flat,bptp terra,1.8,8215.0,4,3,3,12.0,Relatively new property,1983.0,0,1,0,0,0,0,144
sector 105,house,independent,0.65,9028.0,3,2,1,1.0,Relatively new property,720.0,0,0,1,1,0,1,14
sector 48,flat,central park resorts,3.65,15240.0,3,3,3+,9.0,Relatively new property,2395.0,0,0,1,0,0,0,157
sector 26,house,independent,8.9,32963.0,4,4,3+,2.0,Old Property,2700.0,1,1,0,1,1,1,82
sector 109,flat,ats kocoon,2.95,10351.0,4,4,3+,7.0,Relatively new property,3150.0,1,0,0,0,1,0,158
sector 69,flat,tulip violet,1.95,9701.0,4,4,2,0.0,Relatively new property,1819.0,0,0,0,0,0,1,157
gwal pahari,flat,paras quartier,5.9,11028.0,4,4,3+,0.0,Moderately New Property,5350.0,0,0,0,0,0,1,63
sector 61,flat,suposhaa smartworld orchard,2.17,14000.0,3,3,3,1.0,Under Construction,1721.0,0,0,0,0,0,1,0
sector 71,flat,chd avenue,1.1,6104.0,3,4,3,3.0,Moderately New Property,1631.0,1,0,0,0,0,1,26
sector 2,house,palam vihar extension west zone rwa,0.35,6481.0,2,2,0,1.0,New Property,600.0,0,0,0,0,0,1,0
sohna road,flat,raheja maheshwara,0.48,4368.0,2,2,2,11.0,Under Construction,995.0,0,0,0,0,0,1,45
sector 68,flat,pareena mi casa,1.7,8504.0,4,4,3,2.0,New Property,1809.0,0,0,0,0,0,1,47
sector 70a,house,bptp visionnaire,5.35,8916.0,4,4,3+,3.0,Relatively new property,6000.0,1,1,0,1,1,0,160
sector 79,flat,mapsko mount ville,1.5,8264.0,3,4,3+,11.0,Relatively new property,1416.0,1,0,0,0,0,0,144
sector 67,flat,bestech park view spa next,3.32,12600.0,4,5,3+,12.0,Moderately New Property,2385.0,1,0,0,0,0,0,174
sector 7,house,madan puri,0.75,12500.0,3,5,3,3.0,Moderately New Property,600.0,0,0,0,0,0,1,0
sector 111,flat,m3m the tree of life,2.35,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,1,0
sector 69,flat,tulip violet,1.4,9103.0,3,3,1,12.0,Relatively new property,1392.0,0,0,0,0,0,0,157
sector 86,flat,dlf the skycourt,1.55,8035.0,3,3,3+,12.0,Relatively new property,1500.0,0,0,1,0,0,2,166
sector 84,flat,antriksh heights,0.6,5000.0,2,2,2,14.0,Relatively new property,1086.0,0,0,0,0,0,1,52
sector 71,flat,chd avenue,0.98,6049.0,3,3,3,0.0,Moderately New Property,1466.0,0,1,0,0,0,1,65
sector 85,flat,ss,1.98,8223.0,3,4,3,6.0,Relatively new property,2300.0,0,0,0,0,0,1,42
sector 24,house,independent,3.5,32407.0,2,4,3,3.0,Old Property,1080.01,0,0,0,0,0,1,15
sector 102,flat,emaar imperial gardens,1.98,9900.0,3,3,3+,9.0,Relatively new property,2222.0,1,0,0,0,0,0,72
sector 79,flat,bestech altura,1.72,8000.0,3,4,3+,5.0,Relatively new property,1695.0,1,0,0,0,0,1,174
sohna road,flat,eldeco accolade,1.1,7550.0,3,2,3,13.0,Relatively new property,1319.0,0,0,0,0,0,1,56
sector 92,flat,bestech park view sanskruti,2.0,8333.0,4,5,3+,12.0,Relatively new property,2453.0,1,0,0,0,0,0,60
sector 66,house,emaar mgf marbella,19.0,31666.0,5,6,3+,3.0,Relatively new property,6667.0,1,0,0,1,1,0,110
sector 83,flat,vatika gurgaon,1.12,6455.0,3,3,2,17.0,Moderately New Property,1500.0,0,0,0,0,0,0,111
sector 71,flat,signature andour heights,0.59,8429.0,2,2,1,6.0,Moderately New Property,639.0,0,0,0,0,0,1,67
sector 50,house,unitech nirvana birch court,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,1,105
sector 61,flat,smart world orchard,1.7,15179.0,2,2,2,4.0,Under Construction,1244.0,0,1,0,0,0,1,127
sector 46,house,rwa sector 46,3.5,21605.0,4,4,2,2.0,Relatively new property,1620.0,0,0,0,1,0,0,30
sector 37c,flat,ild grand,1.35,7143.0,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,1,60
sector 28,house,independent,11.75,41315.0,4,5,3+,4.0,Relatively new property,2844.0,1,1,0,0,1,0,54
sohna road,flat,signature global park,0.55,6691.0,2,2,3,3.0,Relatively new property,913.0,0,0,0,0,0,1,58
sector 104,flat,puri emerald bay,1.59,10905.0,2,2,2,12.0,Relatively new property,1403.0,0,0,0,0,0,1,121
sector 108,flat,raheja the vedaanta floors,0.7,4522.0,2,2,3,1.0,Moderately New Property,1720.0,0,0,0,0,0,0,0
sohna road,flat,breez global hill view,0.35,5600.0,2,2,2,14.0,Relatively new property,694.0,0,0,0,0,0,1,98
sector 43,flat,dlf trinity towers,3.8,15510.0,3,3,3+,1.0,Moderately New Property,2450.0,1,0,0,1,0,0,68
manesar,flat,the crew bos chs manesar,0.85,3696.0,3,3,2,2.0,Moderately New Property,2556.0,0,0,0,0,0,1,44
sector 84,flat,antriksh heights,0.73,6083.0,2,2,3+,4.0,Relatively new property,1026.0,0,1,0,1,1,1,158
sector 65,flat,emaar mgf emerald floors premier,2.85,14430.0,4,4,3,3.0,Relatively new property,2194.0,1,1,0,0,0,1,28
sector 3,flat,apna enclave,0.5,7692.0,2,2,1,1.0,Old Property,722.0,0,0,0,0,0,0,37
sector 50,flat,the close north,2.35,11768.0,3,3,3+,8.0,Moderately New Property,1950.0,0,0,0,0,0,0,165
sector 69,flat,tulip purple,2.6,10833.0,4,4,3+,4.0,Moderately New Property,2172.0,1,0,0,0,0,1,37
sector 85,flat,ss the leaf,1.17,7002.0,2,2,3,11.0,Relatively new property,1660.0,0,0,0,0,0,1,49
sector 69,flat,tulip violet,1.52,9632.0,3,3,2,4.0,Relatively new property,1428.0,0,0,0,1,0,0,156
sector 28,flat,dlf regency park,1.24,12400.0,2,2,3+,19.0,Moderately New Property,1050.0,0,0,0,1,0,0,157
